Customer ID,segment,priority,recommended_action,insight
1886,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.40, placing them in Priority 3, and is a Regular Customer with Average Score value and Medium frequency. Recommended action: General Marketing."
1887,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
1888,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1889,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
1890,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.70, placing them in Priority 3, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
1891,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.40, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1892,Infrequent Premium,Priority 2,Re-engagement campaigns,"Customer has a score of 3.10, placing them in Priority 2, and is a Infrequent Premium with High Score value and Low frequency. Recommended action: Re-engagement campaigns."
1893,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1894,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 1.60, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1895,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
1896,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1897,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.10, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1898,Frequent Low Value,Priority 2,Encourage bundle purchases or upsell,"Customer has a score of 3.20, placing them in Priority 2, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1899,Regular Customer,Priority 1,General Marketing,"Customer has a score of 3.50, placing them in Priority 1, and is a Regular Customer with Above Average Score value and Medium frequency. Recommended action: General Marketing."
1900,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.30, placing them in Priority 3, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
1901,Regular Customer,Priority 3,General Marketing,"Customer has a score of 2.80, placing them in Priority 3, and is a Regular Customer with Above Average Score value and Low frequency. Recommended action: General Marketing."
1902,Infrequent Premium,Priority 2,Re-engagement campaigns,"Customer has a score of 3.10, placing them in Priority 2, and is a Infrequent Premium with High Score value and Low frequency. Recommended action: Re-engagement campaigns."
1903,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.30, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1904,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
1905,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.40, placing them in Priority 1, and is a High Value Customer with High Score value and Medium frequency. Recommended action: VIP Treatment."
1906,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1907,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.00, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1908,Regular Customer,Priority 2,General Marketing,"Customer has a score of 3.10, placing them in Priority 2, and is a Regular Customer with Above Average Score value and Medium frequency. Recommended action: General Marketing."
1909,Regular Customer,Priority 2,General Marketing,"Customer has a score of 3.10, placing them in Priority 2, and is a Regular Customer with Average Score value and High frequency. Recommended action: General Marketing."
1910,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 2.50, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1911,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.40, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
1912,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
1913,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.40, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1914,Regular Customer,Priority 3,General Marketing,"Customer has a score of 1.70, placing them in Priority 3, and is a Regular Customer with Average Score value and Low frequency. Recommended action: General Marketing."
1915,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 4.10, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
1916,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.70, placing them in Priority 1, and is a High Value Customer with High Score value and High frequency. Recommended action: VIP Treatment."
1917,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.40, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1918,Loyal Customer,Priority 2,Retention campaigns,"Customer has a score of 3.40, placing them in Priority 2, and is a Loyal Customer with Above Average Score value and High frequency. Recommended action: Retention campaigns."
1919,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.70, placing them in Priority 3, and is a Low Engagement with Low Score value and Medium frequency. Recommended action: Re-engagement campaigns."
1920,Frequent Low Value,Priority 3,Encourage bundle purchases or upsell,"Customer has a score of 2.40, placing them in Priority 3, and is a Frequent Low Value with Low Score value and High frequency. Recommended action: Encourage bundle purchases or upsell."
1921,High Value Customer,Priority 1,VIP Treatment,"Customer has a score of 3.40, placing them in Priority 1, and is a High Value Customer with High Score value and Medium frequency. Recommended action: VIP Treatment."
1922,Low Engagement,Priority 3,Re-engagement campaigns,"Customer has a score of 1.40, placing them in Priority 3, and is a Low Engagement with Low Score value and Low frequency. Recommended action: Re-engagement campaigns."
